id,Title,URL du logo,URL de site web,Village,Resume,Theme
261,Signify,https://www.levillagebyca.com/sites/default/files/2018-09/philips%20light_op.png,http://www.lighting.philips.fr/societe,"Sud Rhone Alpes, Loire Haute-Loire, Besançon, Morbihan, Paris, Atlantique Vendee, Centre-Est, Nord de France, Toulouse, Aquitaine, Lorraine, Côtes d'Armor","Signify, N° 1 de l’éclairage et des systèmes et services en France et dans le monde, conçoit, développe et fabrique des produits et des systèmes innovants destinés à améliorer le confort et les conditions de vie des personnes. S’appuyant sur son leadership, son expertise, et sa maîtrise technologique et digitale, Signify ouvre désormais la voie à de nouvelles perspectives dans l’éclairage avec des solutions globales, intelligentes et connectées, développées pour et avec les clients et utilisateurs.",Énergie et environnement
262,UIMM,https://www.levillagebyca.com/sites/default/files/2018-02/logo_1.jpg,https://uimm.fr/,Finistère,L'UIMM du Finistère est une organisation professionnelle qui rassemble les entreprises relevant des Industries et des Métiers de la Métallurgie.,Industrie
263,CREDIT AGRICOLE DES SAVOIE,https://www.levillagebyca.com/sites/default/files/2018-02/logo_creditagricole_V16.png,https://www.ca-des-savoie.fr/particuliers.html,Des savoie,"Première banque de la vie locale

Premier partenaire de la vie locale, le Crédit Agricole des Savoie s’engage. Il s’engage auprès de ses clients particuliers afin de les accompagner dans un monde qui change, auprès des entreprises et professionnels pour les aider dans leur développement, auprès du tissu associatif particulièrement riche dans nos départements pour favoriser les initiatives et contribuer à faire vivre des projets.",Finance
264,Niji,https://www.levillagebyca.com/sites/default/files/2018-02/niji-squarelogo-1515683493538.png,https://www.niji.fr/,,"Niji est une société entièrement dédiée à la transformation numérique des entreprises. 

Fort de son expérience dans le digital, Niji accompagne les entreprises vers une transition digital durable. 

De l’idée à la réalité, Niji associe dans une même chaîne de valeur conseil en stratégie numérique, ingénierie et conseil technologique, design de services et réalisation logicielle",Web
265,CHAMBERY GRAND LAC ECONOMIE,https://www.levillagebyca.com/sites/default/files/2018-02/LOGO_CGLe.jpg,http://www.chamberygrandlac.fr/,Des savoie,"Les collectivités du bassin chambérien s'associent sous la bannière commune de Chambéry Grand Lac

pour offrir aux entreprises une offre immobilière et foncière structurante au sein de pôles économiques dynamiques : tissu d'entreprises dense, un incubateur, des centres de recherche, des universités...",Développement humain et économique
266,Vol-V,https://www.levillagebyca.com/sites/default/files/2018-02/logo_volv.png,http://www.vol-v.com/,Languedoc,"Vol-V développe, finance, construit et exploite des parcs éoliens, solaires et de production de biométhane.","Énergie et environnement, Énergie et environnement"
267,URBASOLAR,https://www.levillagebyca.com/sites/default/files/2018-02/LOGO%20URBASOLAR%20QUAD%20Couleur.png,http://www.urbasolar.com/,Languedoc,"Le groupe URBASOLAR est spécialisé dans le développement, le financement, la construction et l'exploitation de générateurs photovoltaïques pour les professionnels et les collectivités.","Énergie et environnement, Développement durable, Green tech, Énergie et environnement"
268,UNION-MATERIAUX,https://www.levillagebyca.com/sites/default/files/2018-02/UNION_MAT_LOGO_QUADRI.jpg,https://www.union-materiaux.fr/,Languedoc,Distributeur en Matériaux de Construction en Neuf et Rénovation. 35 Agences de Perpignan à Marseille.,"Industrie, Construction"
269,Crédit Agricole du Languedoc,https://www.levillagebyca.com/sites/default/files/2018-02/ca-Languedoc-v-sign_dessous-rvb.png,https://www.ca-languedoc.fr/,Languedoc,"Le Crédit Agricole du Languedoc met à au service de chacun de ses clients (particuliers, professionnels, entreprises…) la réactivité d'une banque régionale et l'expertise d'un grand groupe bancaire international.","Finance, Domaines d’excellence du groupe Crédit Agricole"
270,Altrad,https://www.levillagebyca.com/sites/default/files/2018-02/LOGO%20Altrad_CMYK_0.jpg,http://www.altrad.com/fr/,Languedoc,"Altrad, leader historique dans la fabrication de matériels et équipements dédiés à la construction, est également un prestataire de rang mondial proposant une large gamme de services industriels, valorisant ainsi les sites de ses clients.","Énergie et environnement, Développement durable, Green tech, Mobilité, Mer, Autres, Industrie, Télécom, Btp, Immobilier, Logement, Transport, Défense, Construction, Autres"
271,SAP,https://www.levillagebyca.com/sites/default/files/2018-02/sap.png,https://www.sap.com/france/index.html,,"SAP est au cœur de la révolution technologique actuelle. Leader du marché des applications d'entreprise, SAP aide les entreprises à lutter contre la complexité, à générer de nouvelles opportunités d'innovation et de croissance, et à renforcer la compétitivité.","Informatique et électronique, Software, Intelligence artificielle, Big data"
272,CEEI Chartres,https://www.levillagebyca.com/sites/default/files/2018-02/logo_ceei.jpg,,Châteaudun,"1er Centre Européen d'Entreprise et d'Innovation de la région Centre, le CEEI-Chartres est au service des entrepreneurs qui souhaitent créer et développer durablement leur entreprise innovante sur le territoire de l'Eure-et-Loir.",
273,CAISSE DES DEPOTS,https://www.levillagebyca.com/sites/default/files/2018-02/logo%20Caisse%20des%20d%C3%A9pots_0.png,http://www.caissedesdepots.fr/centre-val-de-loire,Châteaudun,"Le Groupe Caisse des Dépôts intervient en soutien des grandes orientations publiques au service de la croissance, de l’emploi et du développement économique et territorial.
Aujourd'hui, le Groupe intervient principalement sur 4 axes de transition : transition numérique, transition démographique et sociale, transition écologique et énergétique et la transition territoriale.",
274,Enedis,https://www.levillagebyca.com/sites/default/files/2018-02/Logo_enedis_header.png,http://www.enedis.fr/,"Besançon, Châteaudun","Enedis est le gestionnaire du réseau public de distribution d’électricité sur 95 % du territoire français continental.
Nous gérons équitablement le réseau de distribution d'électricité sur l'ensemble du territoire français et réalisons toutes les interventions techniques (raccordement, dépannage, relevé de compteur…).
Enedis cherche à développer des partenariats avec des entreprises innovantes.","Agro-Agri, Agriculture, Énergie et environnement, Informatique et électronique"
275,Crédit Agricole du Morbihan,https://www.levillagebyca.com/sites/default/files/2018-02/ca-Morbihan-v-rvb_0.png,http://www.ca-morbihan.fr/,Morbihan,"Le Crédit Agricole du Morbihan, premier partenaire financier du territoire, a toujours accompagné les projets des Morbihannais et contribué au développement d’entreprises de toutes tailles. Nous souhaitons donc tout naturellement investir en tant qu’Ambassadeur du Village by CA Morbihan, afin d’accompagner cette démarche pour les jeunes pousses, les start-up, les futures PME du territoire.",Finance
276,Sodexo,https://www.levillagebyca.com/sites/default/files/2018-02/sodexo-baladenigm-logo-teambuilding_0.jpg,,Centre-Est,"Sodexo est l'un des plus gros fournisseurs mondiaux de services de restauration collective pour toutes formes d'entreprises, métier historique qu'elle a ensuite élargi à partir de 2010 à d'autres activités connexes. En 2016, elle regroupe 425 594 salariés, et est le 18e employeur au niveau mondial.",
277,CERFRANCE,https://www.levillagebyca.com/sites/default/files/2019-04/CERFRANCE44.jpg,https://www.cerfrance.fr/,"Nord de France, Toulouse, Châteaudun, Côtes d'Armor, Atlantique Vendee","Réseau de conseil et d'expertise comptable en France qui intervient dans de nombreux secteurs d’activité : Agriculture, Artisanat, Commerce, Services, Professions libérales, Associations, Particuliers, PME, etc.
Chaque année, comme nos 320 000 clients, des créateurs ou dirigeants de TPE se tournent vers Cerfrance pour accompagner, au long cours, tous les aspects de la gestion d‘entreprise : du management aux tâches administratives, en passant par le domaine commercial ou juridique, etc.","Agro-Agri, Développement humain et économique, Finance, Autres"
278,Microsoft,https://www.levillagebyca.com/sites/default/files/2017-11/microsoft.png,https://www.microsoft.com/fr-fr/,Centre-Est,"Leader mondial des logiciels, services et solutions permettant au grand public et aux professionnels d’exprimer tout leur potentiel grâce au numérique, Microsoft est par ailleurs engagé dans le soutien à long terme de l’écosystème des start-ups avec le programme mondial BizSpark et le réseau Microsoft Accelerator.",Informatique et électronique
279,IBM,https://www.levillagebyca.com/sites/default/files/2017-11/IBM.png,http://www.ibm.com/cloud-computing/fr/fr/cloud-solutions/cloud-computing-for-st…,"Languedoc, Paris","Help our customers to Innovate
IBM settled a single mission: help his(her) customers to innovate and to keep(guard) a step ahead on their competitors. Today, it is a question of assuring(insuring) their digital transformation(processing): marketing, Finance, RH, Customer services .. all the functions(offices) of companies have to adapt themselves to the breaker(flood) of BigData, Analytics, the Social and the Motive(Mobile).
Join us around our technological base to bring the innovation to our corporate customers.

Innovate to the highly-rated of IBM

The cloud of IBM multiplies tenfold your capacities to spread(display) your innovations at your customers.

Loans to put your ideas to the test and to innovate? IBM makes a commitment with those who dare. Global IBM Entrepreneur puts at the disposal of the start-ups of numerous resources: free software, the advice(councils) of technical experts, mentors' support, and more still.
Better: lungs let us propose $1000 / month of credit of use Cloud to help you to start the first year ( 1 )
And upon the recommendation of the Village, this credit can be carried(worn) in $10.000 / month!!!!",Sports
280,MICROSOFT,https://www.levillagebyca.com/sites/default/files/2017-09/logo-Microsoft_0.png,https://www.microsoft.com/,Paris,"Microsoft Corporation est une multinationale informatique et micro-informatique américaine, fondée en 1975 par Bill Gates et Paul Allen.","Informatique et électronique, Cloud, Hardware, Software, Intelligence artificielle, IOT, Big data, Web"
281,ORANGE,https://www.levillagebyca.com/sites/default/files/2017-11/orange-labo-orleans-e1477554852725.jpg,http://www.orange.com/fr/accueil,Orléans - LAB'O,Orange se positionne comme un grand groupe partenaire privilégié au service des startups.,
282,ORANGE,https://www.levillagebyca.com/sites/default/files/2017-11/orange-labo-orleans-e1477554852725.jpg,http://www.orange.com/fr/accueil,Paris,Orange se positionne comme un grand groupe partenaire privilégié au service des startups.,
283,MICROSOFT,https://www.levillagebyca.com/sites/default/files/2017-09/logo-Microsoft_0.png,https://www.microsoft.com/,Paris,"Microsoft Corporation est une multinationale informatique et micro-informatique américaine, fondée en 1975 par Bill Gates et Paul Allen.","Informatique et électronique, Cloud, Hardware, Software, Intelligence artificielle, IOT, Big data, Web"
284,Crédit Agricole Normandie,https://www.levillagebyca.com/sites/default/files/2017-11/logo_creditagricole_v16.png,https://www.ca-normandie.fr/,Normandie,"Le Crédit Agricole Normandie est né de la fusion des Caisses Régionales du Calvados, de la Manche et de l'Orne et relève le défi d'être la banque de référence de l'économie régionale.",
285,Caisse d'Epargne Loire-Centre,https://www.levillagebyca.com/sites/default/files/2017-11/celc.jpg,https://www.caisse-epargne-loirecentre.fr/,Orléans - LAB'O,Banque investie pour le développement régional au travers de sa structure coopérative.,
286,REUSSIR,https://www.levillagebyca.com/sites/default/files/2017-11/logo_reussir.jpg,http://www.reussir.fr/public/index.php,Normandie,Le portail des professionnels de l’agriculture. Groupe de presse français spécialisé dans l’agriculture. Edite 10 revues nationales. Constitué de 40 éditeurs couvrant 60 départements.,
287,CATALYSEUR,https://www.levillagebyca.com/sites/default/files/2017-11/logo_catalyseur.jpg,http://catalyseur-normandie.fr/,Normandie,"Catalyseur s’appuie sur des expertises complémentaires déjà éprouvées et rodées par une riche expérience du terrain. Collectif d’expertises (finance, management, développement commercial, marketing communication) au service des entrepreneurs, de leur croissance et de leur développement.",
288,D&A - Business Development,https://www.levillagebyca.com/sites/default/files/2017-11/logo-da.jpg,http://www.dabusinessdev.com/,Normandie,"Accompagne les entreprises BtoB dans leur développement autour de 4 métiers : Business development (développement commercial BtoB externalisé), Distribution (développement des ventes en GMS et GSS), HR Sales (recrutement de commerciaux) et Business Acquisition (acquisition d’entreprises).",
289,PTBG,https://www.levillagebyca.com/sites/default/files/2017-11/logoptbg.png,http://www.ptbg.fr/fr/accueil.html,Normandie,"PTBG propose des offres de services d’expertise comptable, d’audit et conseil de qualité dans le but de développer son business.",
290,ORCOM,https://www.levillagebyca.com/sites/default/files/2017-11/logo-orcom.png,http://www.orcom.fr,Orléans - LAB'O,"Société d'expertise-comptable, ORCOM est acteur et partenaire de la création d’entreprise depuis toujours",
291,AFPA,https://www.levillagebyca.com/sites/default/files/2017-11/logo-afpa-1.jpg,https://www.afpa.fr/,Orléans - LAB'O,"1er organisme de formation professionnelle en Europe, l'AFPA accompagne les demandeurs d’emploi et les salariés.",
292,CAPITAL HIGH TECH,https://www.levillagebyca.com/sites/default/files/2017-11/capital-high-tech-logo-rz-1-e1486125058936.jpg,http://www.chtech.fr/,Aquitaine,Société de conseil en innovation et ingénierie de projet technologique.,"Développement humain et économique, Consulting"
293,CYBERTEK,https://www.levillagebyca.com/sites/default/files/2017-11/cybertek_logo_final-e1486125350132.jpg,https://www.cybertek.fr,Aquitaine,"Avec 20 magasins en France et 20 ans d’expérience dans la distribution et la production de matériels informatiques et high-tech, Cybertek a construit son succès  dans l’assemblage et la vente d’ordinateurs, portables, tablettes, composants, périphériques, consommables, et objets connectés…).
Cybertek, c’est également une plateforme logistique  de 2 500 m² à Bordeaux, une cellule grossiste et entreprises, ainsi qu’une marque propre de production ; Dust (pour Digtal URban Style).
Depuis le matériel grand public jusqu’au sur-mesure, les  grandes quantités ou les pièces spécifiques, Cybertek privilégie  le conseil avant la vente et un service après-vente rapide et performant, effectué dans nos ateliers, par des experts passionnés.","Informatique et électronique, Hardware"
294,Chambre de Commerce et d'Industrie Nice Côte d'Azur,https://www.levillagebyca.com/sites/default/files/2018-02/cci_nice_cote_d_azur.png,http://ccitv.cote-azur.cci.fr/embed-1433,Provence Cote d'Azur,Fondateur,"Agriculture, Culture, Santé et bien être, E-commerce, Tourisme"
295,ATRIUM STEELCASE,https://www.levillagebyca.com/sites/default/files/2017-11/altrium-steelcase-e1486550468635.jpg,http://www.atrium-sa.com/0Perso.asp,Aquitaine,"Aménageur d’espaces de bureaux performants à partir de solutions innovantes, Atrium réuni les compétences  de l’architecture d’intérieur, des travaux de second œuvre et des mobiliers destinés aux espaces de travail tertiaires.

Steelcase est le leader mondial, fabricant de mobilier pour l’aménagement d’espaces de travail, d’enseignement et de formation. Notre mobilier s’inspire des recherches innovantes en terme de conception d’espaces de travail.","Industrie, Logement, Logement"
296,GBA (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2018-02/logo_gba.png,http://www.gba-avocats.com/,Ille et Vilaine,GBA accompagne les entreprises de toute taille (PM...,
297,Harmonie Mutuelle,https://www.levillagebyca.com/sites/default/files/2017-11/hm_signature.vie_q.jpg,https://www.harmonie-mutuelle.fr/,Orléans - LAB'O,"Harmonie Mutuelle, 1ère mutuelle santé de France, a pour vocation de permettre l’accès à des soins de qualité pour tous.",
298,Grand Frais,https://www.levillagebyca.com/sites/default/files/2017-11/grand-frais-496x496-1.jpg,http://www.grandfrais.com/,Centre-Est,"Grand Frais est une enseigne de supermarchés française, spécialisée dans les produits frais et dans l'épicerie du monde.",Agriculture et Agroalimentaire
299,Arterris,https://www.levillagebyca.com/sites/default/files/2017-11/arterris-logo.jpg,http://www.arterris.fr/,Toulouse,"Le groupe coopératif agricole opère dans les domaines de la production agricole, de la distribution en zone rurale et de la transformation et l'innovation.
La pluralité des domaines d'activité conduit la coopérative à créer des synergies au sein de ces différents métiers.

L’ancrage territorial de la coopérative se traduit par la présence de ses équipes au plus près des bassins de culture lui permettant de partager des valeurs tel que le mutualisme, la proximité et l'efficacité.",
300,Ethics Group,https://www.levillagebyca.com/sites/default/files/2018-03/ethics.png,http://www.ethics-group.com/,Toulouse,"Ethics Group, cabinet de conseil en organisation, communication sensible, performance sociale et digitalisation se tient très au fait de l'actualité des jeunes entreprises innovantes du territoire.
C'est dans cette optique, d'aider les startups à développer au mieux leur activité, que le groupe lance l'Ethics Biotope dans ses locaux de Blagnac.

L'ambition et de lancer un ""biotope pour jeunes entreprises"" dans 1000 m² avec pour objectif de faire profiter aux startups des savoir-faire du groupe.
L'Ethics Biotope  pourra accueillir jusqu'à quinze projet et les incuber sur une durée allant de six mois à trois ans.


L'innovation est au cœur du management d'Ethics Group qui inscrit son Village dans le mouvement The Good Company ayant pour but de partager une vision de l'entreprise d'aujourd'hui et de demain.",Développement humain et économique
301,GA Smart Building,https://www.levillagebyca.com/sites/default/files/2017-11/ga-logo.jpg,http://www.ga.fr/,Toulouse,"La rénovation du bâtiment du Village de Toulouse, bâtiment classé par les Bâtiments de France a été prise en charge par l’entreprise GA.

L’entreprise est un promoteur et un constructeur intégrant tous les métiers de l’immobilier (promoteur, concepteur, constructeur et gestionnaire), elle propose également des solutions smart design et connectées.

Son expertise s’articule autour de quatre pôles complémentaires : Promotion & Service, Construction, Industrie et Ingénierie. Tout y est pensé pour favoriser les synergies au sein du Groupe et contribuer au dynamisme de l’entreprise.",
302,Sygnatures,https://www.levillagebyca.com/sites/default/files/2017-11/sygnatures-logo.jpg,http://www.sygnatures.com/,Toulouse,"Sygnatures, Expert-comptable et Commissaire aux comptes, est un groupe implanté sur 5 sites en région Midi Pyrénées : Toulouse, Muret, Auch, Condom et Gimont.

Le coeur de métier de Sygnatures est l'expertise comptable, l'audit et le conseil : en s'appuyant sur des services juridique, informatique et social transverses à ces métiers, le cabinet propose des solutions pertinentes de gestion déléguée (comptabilité, gestion, paie, fonction RH) et encadre les risques inhérents à l'audit des entités côtées et non cotées.",
303,Square Habitat Toulouse 31,https://www.levillagebyca.com/sites/default/files/2017-11/image1.png,https://www.squarehabitat.fr/,Toulouse,Square Habitat a bien compris qu'un projet immobil...,
304,Crédit Agricole Toulouse 31,https://www.levillagebyca.com/sites/default/files/2017-11/creditagricole.gif,https://www.ca-toulouse31.fr/,Toulouse,"Le Village by CA, accélérateur de startups, porté par plusieurs Partenaires est, à l’origine, une initiative du Crédit Agricole.
Première banque du territoire, le Crédit Agricole Toulouse 31 a entrepris ce projet il y a un an avec pour ambition d’aider les jeunes entrepreneurs de la région. En janvier 2017 a donc ouvert le premier accélérateur de jeunes entreprises innovantes de la région lancé par une banque.


Avec un premier Village ouvert à Paris en 2014, ce sont 25 autres Villages qui verront le jour d’ici la fin de l’année 2017 créant ainsi un véritable réseau interconnecté de Villages by CA partout en France et outre-mers.

Le Crédit Agricole s’inscrit résolument dans une perspective d’avenir au service des acteurs économiques et du développement du territoire",
305,Decker & Associés,https://www.levillagebyca.com/sites/default/files/2017-11/da-logo.png,http://www.decker-associes.com/,Toulouse,"Implanté depuis plus de 40 ans, Decker & Associés ...",
306,Labatut Group,https://www.levillagebyca.com/sites/default/files/2017-11/labatut-group.png,http://www.labatutgroup.com/,Toulouse,"Créé en 1920, Labatut Group est une PME familiale proposant différents services : logistique, distribution et transport. Avec plus de 500 collaborateurs, 190 véhicules et des compétences dans des domaines d'activité variés, la société répond aux besoins spécifiques de chacun de ses clients.

L'entreprise partage des valeurs communes telles que la qualité du produit fini, le respect des engagements, l'esprit d'équipe et la recherche permanent de solutions durables au travers de ses trois activités principales :

	Labatut Transport, connu depuis près d'un siècle, est aujourd'hui Leader de son marché
	Véolog propose un accompagnement logistique sur l'ensemble de la chaîne logistique à travers des solutions innovantes et adaptés.
	Vert chez vous propose, depuis 2011, des solutions écologiques de distribution de marchandises en ville",
307,La Dépêche,https://www.levillagebyca.com/sites/default/files/2017-11/logo_la-depeche-du-midi.jpg,http://www.ladepeche.fr/,Toulouse,"La notoriété des marques du Groupe La Dépêche permet de toucher des publics variés et d’élaborer des plans globaux de communication.

Chaque jour, dans un Grand Sud qui s’étend du Gers à l’Aveyron et du Lot à la frontière espagnole, près d’un million de personnes lisent un journal du groupe.

Parmi eux, nous pouvons retrouver La Dépêche du Midi, Direct Matin, La Gazette, Midi Olympique et tant d'autres.",
308,Météo France,https://www.levillagebyca.com/sites/default/files/2017-11/mf-logo.jpg,http://www.meteofrance.com,Toulouse,"Météo-France est le service officiel de la météorologie et de la climatologie en France. L'établissement est notamment en charge de la prévision et de l'étude des phénomènes météorologiques, de l'état du manteau neigeux et de l'état de la surface de la mer et de l'émission des vigilances météorologiques pour les territoires français de métropole et d'outre mer.

METEO FRANCE,  toujours en pointe dans le domaine de l'innovation pour ses utilisateurs, a développé, en partenariat avec ARVALIS- Institut du végétal,  un nouvel outil d'aide à la décision pour les agriculteurs.

Ce nouvel outil, disponible sur tablettes, ordinateurs et smartphones, allie l'expertise des prévisionnistes de METEO FRANCE et des agronomes d'ARVALIS. Il propose un accompagnement personnalisé, localisé, et des conseils précis, parcelle par parcelle pour piloter les cultures.

Disponible dès 2017 sur la culture du blé tendre, Taméo® intègrera progressivement d'autres cultures (maïs, pomme de terre, lin, céréales).",
309,Digital Place,https://www.levillagebyca.com/sites/default/files/2018-03/Logo_Digital_Place.png,https://www.digitalplace.fr,Toulouse,"Digital Place, le cluster du numérique en Occitanie…","Développement humain et économique, Informatique et électronique, Web"
310,French Tech Toulouse,https://www.levillagebyca.com/sites/default/files/2017-11/frenchtechtoulouse.jpg,http://www.frenchtechtoulouse.com/,Toulouse,French Tech Toulouse a pour objectif d’accroître l...,
311,Epitech,https://www.levillagebyca.com/sites/default/files/2017-11/epitech-new-baseline-2011.jpg,http://www.epitech.eu/toulouse/ecole-informatique-toulouse.aspx,Toulouse,Epitech est une école d'informatique créée en 1999...,
312,Aerospace Valley,https://www.levillagebyca.com/sites/default/files/2017-11/aerospace-valley.jpg,http://www.aerospace-valley.com/,Toulouse,Aerospace Valley a pour objectif de développer au ...,
313,Ecole d’Ingénieurs de Purpan,https://www.levillagebyca.com/sites/default/files/2017-11/eip.jpg,http://www.purpan.fr/,Toulouse,L’Ecole d’Ingénieurs de PURPAN forme des ingénieur...,
314,Agri Sud Ouest Innovation,https://www.levillagebyca.com/sites/default/files/2018-03/logo.png,http://www.agrisudouest.fr/,Toulouse,Agri Sud-Ouest Innovation est un Pôle de compétiti...,"Agro-Agri, Agriculture, Food tech, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
315,La Mêlée,https://www.levillagebyca.com/sites/default/files/2017-11/lamelee_logopng.png,http://www.lamelee.com/,Toulouse,Connu comme le Hub de l'économie numérique en Occi...,
316,Groupe PSA,https://www.levillagebyca.com/sites/default/files/2017-11/logo-officiel-groupe-psa-fond-bleu.jpg,https://www.groupe-psa.com/fr/,Paris,"Le Groupe PSA conçoit des expériences automobiles uniques et apporte des solutions de mobilité, en offrant à chacun liberté et plaisir à travers le monde.","Industrie, Transport"
317,ALTYOR,https://www.levillagebyca.com/sites/default/files/2019-06/F-Yvt5QU_400x400.jpg,http://www.altyor.com,Orléans - LAB'O,"Le Groupe Altyor conçoit, fabrique et distribue des objets connectés.",
318,Crédit Agricole Atlantique Vendée,https://www.levillagebyca.com/sites/default/files/2019-04/ca-atlantiq_vendee-v-rvb.jpg,https://www.ca-atlantique-vendee.fr/,Atlantique Vendee,"1ère Banque Assurances de son territoire, le Crédit Agricole Atlantique Vendée s’engage aux côtés de ses clients au quotidien et dans les grands moments de la vie. Une banque différente, bien dans sa région.",
319,Nexecur,https://www.levillagebyca.com/sites/default/files/2019-04/nexecur.jpg,http://www.nexecur.fr,Atlantique Vendee,"Spécialistes de la télésurveillance, de la téléassistance et des systèmes d’alarmes depuis plus de 30 ans, nous nous engageons pour votre sécurité en nous appuyant sur notre expérience et notre connaissance de vos besoins.","Assurtech, Immobilier, Logement"
320,Fleury Michon,https://www.levillagebyca.com/sites/default/files/2019-04/FleuryMichon2.jpg,http://www.fleurymichon.fr,Atlantique Vendee,"Fleury Michon est une entreprise de taille intermédiaire, familiale et indépendante, spécialisée dans la préparation de Charcuteries, Plats cuisinés et Surimi frais.","Agro-Agri, Food tech"
321,Hardis,https://www.levillagebyca.com/sites/default/files/2019-04/Hardis.jpg,http://www.hardis-group.com,Atlantique Vendee,"Société de conseil, ESN et éditeur de logiciels, Hardis Group s’est donné pour mission d’accélérer la transformation de la chaîne de valeur, des systèmes d’information et de la supply chain de ses clients. Ses équipes accompagnent les transformations stratégiques, organisationnelles et technologiques des entreprises afin de développer leur compétitivité. Elles imaginent, développent et intègrent des solutions différenciantes, capitalisant sur les technologies les plus innovantes (cloud, platforming, intelligence artificielle, IoT, robotique…).","Développement humain et économique, Consulting, Informatique et électronique, Cloud, Hardware, Software"
322,OUEST BUREAU,https://www.levillagebyca.com/sites/default/files/2019-04/Ouest%20bureau.jpg,http://www.ouest-bureau.com,Atlantique Vendee,"Ouest Bureau crée et aménage les espaces de travail dans le but de développer les valeurs de performance, d’engagement et de bonheur au sein des entreprises.
Notre métier consiste à : concevoir les espaces, proposer du mobilier à la vente et/ou à la location; livrer, monter, installer le mobilier et assurer le service après-vente.",
323,Cocktail Vision,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20Cocktail%20Vision-01.png,http://www.cocktailvision.fr,Atlantique Vendee,"Cocktail Vision a débuté son activité d’implantation en milieu urbain de panneaux d’affichage numérique d’information municipale avec exploitation publicitaire il y a plus de 13 ans. Aujourd’hui, elle se positionne comme le leader de l’affichage dynamique en milieu urbain avec plus de 113 panneaux en régie publicitaire.","Événementiel, Marketing, Médias, Immobilier"
324,CGI,https://www.levillagebyca.com/sites/default/files/2018-03/CGI.jpg,http://www.cgi.com,Atlantique Vendee,"Nos 40 années de croissance rentable continue sont une preuve de la confiance que nos clients nous accordent, de l’engagement de nos membres et de la solidité de notre modèle d’affaires et des principes sous-jacents qui ont inspiré notre fondation.","Informatique et électronique, Cloud, Hardware, Software, Big data"
325,If' & co,https://www.levillagebyca.com/sites/default/files/2019-04/207x61%20If%20and%20co-01.png,http://www.ifandco-ouest.fr,Atlantique Vendee,"Depuis 17 ans, If ' & Co propose une méthode pragmatique alliant  expertise RSE, enthousiasme des formations et approche ludique et collaborative. 
Pour découvrir ou agir en RSE, fédérer vos collaborateurs, mieux satisfaire vos partenaires ou valoriser l'image de votre Entreprise, If' & Co vous accompagne selon vos ambitions jusqu'à un label… ou pas!","Développement humain et économique, Développement Business, Consulting, Énergie et environnement, Développement durable, Green tech"
326,Université de Nantes,https://www.levillagebyca.com/sites/default/files/2018-03/Universit%C3%A9%20de%20Nantes.jpg,http://www.univ-nantes.fr,Atlantique Vendee,"L’Université de Nantes, 1er pôle de recherche pluridisciplinaire de l’Ouest , est un
véritable vivier de compétences constitué d’enseignants, enseignants-chercheurs,
techniciens, doctorants et étudiants.",
327,Icam site de Nantes,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20ICAM-01.png,http://www.icam.fr,Atlantique Vendee,"L’Icam est une école d’ingénieurs qui place l’entreprise au coeur de sa mission, en préparant ses collaborateurs-étudiants à vivre le travail comme une expérience à la fois humaine et technologique.","Développement humain et économique, Éducation"
328,Performance & Innovation,https://www.levillagebyca.com/sites/default/files/2018-03/Gontier%20G%C3%A9rald.jpg,https://www.egregorconseil.com/performance-innovation,Atlantique Vendee,"Performance & Innovation c'est la passion de la réussite alliant bon sens et collaboration, imprégnant les outils classiques de l’industrie par les perturbants de l'ère numérique ; mêlant les modes descendants aux modes collaboratifs ; le tout conceptuel et la richesse des faux pas. Souplesse, agilité, usages et compétences pour mettre en œuvre les organisations de l'industrie4.0.","Développement humain et économique, Consulting, Industrie, Autres"
329,Aurélie Beaupel Conseil,https://www.levillagebyca.com/sites/default/files/2018-03/Aur%C3%A9lie%20Beaupel.jpg,https://aureliebeaupel.com/,Atlantique Vendee,"Startup, grand groupe ou TPE/PME, Aurélie Beaupel Conseil vous aide à optimiser votre stratégie de communication digitale, développer une véritable image de marque online, former vos salariés à la question de l’identité numérique ou à faire émerger l’innovation via des process d’intelligence collective testés et approuvés.","Développement humain et économique, Développement Business, Événementiel, Médias, Web, Réseaux Sociaux, Webmarketing"
330,KPMG,https://www.levillagebyca.com/sites/default/files/2017-11/logos-vdn.jpg,http://www.rossel-lavoix.fr/,,,
331,GUSTAV BY COCKTAIL,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20Gustav-01.png,http://www.gustavbycocktail.com,Atlantique Vendee,"Gustav est un atelier numérique spécialisé la communication et la mise en place de solutions interactives
innovantes.
Composé d’une équipe de créatifs dédiée à la production de contenus 3D, nos projets répondent à des
besoins d’industriels et de professionnels du bâtiment sur des supports tels que l’holographie, la réalité
virtuelle et augmentée, des applications mobile, serious game ou encore des films d’animation 3D.","Éducation, Événementiel, Marketing, Médias, Immobilier, Logement, Informatique et électronique, Jeux, Webmarketing"
332,Carine Rochard,https://www.levillagebyca.com/sites/default/files/2017-11/triskalia.jpg,https://www.triskalia.fr,,,
